issuer,card_name,field,csv_value,website_value,status,source_url
Chase,Southwest Rapid Rewards Priority,annual_fee,149,"Annual Fee (14) Opens No Annual Fee page in the same window. No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. 0% Intro APR (5) Opens 0% Intro APR page in the same window. Visa (34) Opens Visa page in the same window. MasterCard (7) Opens MasterCard page in the same window. New to Credit Opens New to Credit page in the same window. Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Card Brands Chase Sapphire (3) Opens Chase Sapphire brands page in the same window. Chase Freedom (3) Opens Chase Freedom brands page in the same window. Slate Opens Chase Slate page in the same window. Southwest (5) Opens Southwest brands page in the same window. United (6) Opens United brands page in the same window. Marriott Bonvoy (3) Opens Marriott Bonvoy brands page in the same window. Avios (3) Opens Avios brands page in the same window. Disney (3) Opens Disney brands page in the same window. IHG (3) Opens IHG brands page in the same window. World of Hyatt (2) Opens World of Hyatt brands page in the same window. Chase for Business (5) Opens Chase for Business page in the same window. Amazon (2) Opens Amazon brands page in the same window. Aeroplan Opens Aeroplan page in the same window. DoorDash Opens DoorDash page in the same window. Instacart Opens DoorDash page in the same window. Compare Cards Opens in the same window Credit Card Education Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Savings Opens Chase.com savings in a new window CDs Opens Chase.com CDs in a new window Auto Opens Chase.com auto loans in a new window Mortgage Opens Chase.com mortgage in a new window Home equity Opens Chase.com home equity in a new window Investing Opens Chase.com investing in a new window Business banking Opens Chase.com business banking in a new window Commercial banking Opens Chase.com commercial banking in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Customer Service Open Customer Service in new window Give Feedback Give Feedback opens overlay Schedule a meeting Opens in a new window About Chase Opens in a new window J.P. Morgan Opens in a new window JPMorgan Chase & Co. Opens in a new window Careers Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Fair Lending Opens in a new window close navigation Main content begins Opens new credit card offers and promotions in the same window Credit Cards home Opens home page in the same window. Southwest Rapid Rewards ® Priority Credit Card Earn 50,000 bonus points * 4X points on Southwest Airlines purchases * 2X points at gas stations and restaurants * NEW CARDMEMBER OFFER Earn 50,000 bonus points after you spend $1",MISMATCH,https://creditcards.chase.com/travel-credit-cards/southwest/priority
Chase,Southwest Rapid Rewards Priority,signup_bonus,75000,"Earn 50,000 bonus points * 4X points on Southwest Airlines purchases * 2X points at gas stations and restaurants * NEW CARDM",MISMATCH,https://creditcards.chase.com/travel-credit-cards/southwest/priority
Chase,Southwest Rapid Rewards Priority,minimum_spend_amount,"$1,000","$1,000",MATCH,https://creditcards.chase.com/travel-credit-cards/southwest/priority
Chase,Southwest Rapid Rewards Priority,spend_time_frame,3,first 3 months,MATCH,https://creditcards.chase.com/travel-credit-cards/southwest/priority
Chase,Southwest Rapid Rewards Priority,intro_apr_purchase,,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISSING,https://creditcards.chase.com/travel-credit-cards/southwest/priority
Chase,Southwest Rapid Rewards Priority,foreign_tx_fee,No,Foreign Transaction Fee (30) Opens No Foreign Transaction Fee p,MATCH,https://creditcards.chase.com/travel-credit-cards/southwest/priority
Chase,Southwest Rapid Rewards Premier,annual_fee,149,Annual fee row sixteen column two Your Current Card $149,MATCH,https://creditcards.chase.com/southwest/premier-credit-card
Chase,Southwest Rapid Rewards Premier,signup_bonus,50000,earn more about contactless opens in a new window View your Rewards Dashboard opens drop-down panel Rapid Rewards ® opens ov,MISMATCH,https://creditcards.chase.com/southwest/premier-credit-card
Chase,Southwest Rapid Rewards Premier,minimum_spend_amount,"$1,000",$280,MISMATCH,https://creditcards.chase.com/southwest/premier-credit-card
Chase,Southwest Rapid Rewards Premier,spend_time_frame,3,first 90 days,MISMATCH,https://creditcards.chase.com/southwest/premier-credit-card
Chase,Southwest Rapid Rewards Premier,intro_apr_purchase,,,MISSING,https://creditcards.chase.com/southwest/premier-credit-card
Chase,Southwest Rapid Rewards Premier,foreign_tx_fee,No,foreign transaction fees same page link to footnote reference *,MATCH,https://creditcards.chase.com/southwest/premier-credit-card
Chase,Marriott Bonvoy Bountiful,annual_fee,250,"Annual Fee (14) Opens No Annual Fee page in the same window. No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. 0% Intro APR (5) Opens 0% Intro APR page in the same window. Visa (34) Opens Visa page in the same window. MasterCard (7) Opens MasterCard page in the same window. New to Credit Opens New to Credit page in the same window. Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Card Brands Chase Sapphire (3) Opens Chase Sapphire brands page in the same window. Chase Freedom (3) Opens Chase Freedom brands page in the same window. Slate Opens Chase Slate page in the same window. Southwest (5) Opens Southwest brands page in the same window. United (6) Opens United brands page in the same window. Marriott Bonvoy (3) Opens Marriott Bonvoy brands page in the same window. Avios (3) Opens Avios brands page in the same window. Disney (3) Opens Disney brands page in the same window. IHG (3) Opens IHG brands page in the same window. World of Hyatt (2) Opens World of Hyatt brands page in the same window. Chase for Business (5) Opens Chase for Business page in the same window. Amazon (2) Opens Amazon brands page in the same window. Aeroplan Opens Aeroplan page in the same window. DoorDash Opens DoorDash page in the same window. Instacart Opens DoorDash page in the same window. Compare Cards Opens in the same window Credit Card Education Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Savings Opens Chase.com savings in a new window CDs Opens Chase.com CDs in a new window Auto Opens Chase.com auto loans in a new window Mortgage Opens Chase.com mortgage in a new window Home equity Opens Chase.com home equity in a new window Investing Opens Chase.com investing in a new window Business banking Opens Chase.com business banking in a new window Commercial banking Opens Chase.com commercial banking in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Customer Service Open Customer Service in new window Give Feedback Give Feedback opens overlay Schedule a meeting Opens in a new window About Chase Opens in a new window J.P. Morgan Opens in a new window JPMorgan Chase & Co. Opens in a new window Careers Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Fair Lending Opens in a new window close navigation Main content begins Opens new credit card offers and promotions in the same window Credit Cards home Opens home page in the same window. Marriott Bonvoy Bountiful ® Credit Card 85,000 bonus points * up to 18.5X total points at hotels participating in Marriott Bonvoy ® * Opens offer details overlay 2X on all other purchases * NEW CARDMEMBER OFFER 85,000 Bonus Points Earn 85,000 Bonus Points after you spend $4",MISMATCH,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/bountiful
Chase,Marriott Bonvoy Bountiful,signup_bonus,85000,"Earn 85,000 Bonus Points after you spend $4,000 in purchases in your first 3 months from your account opening",MISMATCH,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/bountiful
Chase,Marriott Bonvoy Bountiful,minimum_spend_amount,"$4,000","$4,000",MATCH,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/bountiful
Chase,Marriott Bonvoy Bountiful,spend_time_frame,3,first 3 months,MATCH,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/bountiful
Chase,Marriott Bonvoy Bountiful,intro_apr_purchase,,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISSING,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/bountiful
Chase,Marriott Bonvoy Bountiful,foreign_tx_fee,No,Foreign Transaction Fee (30) Opens No Foreign Transaction Fee p,MATCH,https://creditcards.chase.com/travel-credit-cards/marriott-bonvoy/bountiful
Chase,IHG One Rewards Premier,annual_fee,99,"Annual Fee (14) Opens No Annual Fee page in the same window. No Foreign Transaction Fee (30) Opens No Foreign Transaction Fee page in the same window. 0% Intro APR (5) Opens 0% Intro APR page in the same window. Visa (34) Opens Visa page in the same window. MasterCard (7) Opens MasterCard page in the same window. New to Credit Opens New to Credit page in the same window. Wholesale Club Visa Card Acceptance (17) Opens Wholesale Club Visa Card Acceptance page in the same window. EMV Cards with Chip (41) Opens EMV Cards with Chip page in the same window. Card Brands Chase Sapphire (3) Opens Chase Sapphire brands page in the same window. Chase Freedom (3) Opens Chase Freedom brands page in the same window. Slate Opens Chase Slate page in the same window. Southwest (5) Opens Southwest brands page in the same window. United (6) Opens United brands page in the same window. Marriott Bonvoy (3) Opens Marriott Bonvoy brands page in the same window. Avios (3) Opens Avios brands page in the same window. Disney (3) Opens Disney brands page in the same window. IHG (3) Opens IHG brands page in the same window. World of Hyatt (2) Opens World of Hyatt brands page in the same window. Chase for Business (5) Opens Chase for Business page in the same window. Amazon (2) Opens Amazon brands page in the same window. Aeroplan Opens Aeroplan page in the same window. DoorDash Opens DoorDash page in the same window. Instacart Opens DoorDash page in the same window. Compare Cards Opens in the same window Credit Card Education Opens in a new window More Chase Products Checking Opens Chase.com checking in a new window Savings Opens Chase.com savings in a new window CDs Opens Chase.com CDs in a new window Auto Opens Chase.com auto loans in a new window Mortgage Opens Chase.com mortgage in a new window Home equity Opens Chase.com home equity in a new window Investing Opens Chase.com investing in a new window Business banking Opens Chase.com business banking in a new window Commercial banking Opens Chase.com commercial banking in a new window CONNECT WITH CHASE Find ATM & Branch Opens Chase ATM and branch locator in a new window Customer Service Open Customer Service in new window Give Feedback Give Feedback opens overlay Schedule a meeting Opens in a new window About Chase Opens in a new window J.P. Morgan Opens in a new window JPMorgan Chase & Co. Opens in a new window Careers Opens in a new window SAFE Act: Chase Mortgage Loan Originators Opens in a new window Fair Lending Opens in a new window close navigation Main content begins Opens new credit card offers and promotions in the same window Credit Cards home Opens home page in the same window. IHG One Rewards Premier Credit Card LIMITED-TIME OFFER LIMITED-TIME OFFER Earn 175,000 Bonus Points * up to 26X at IHG * 5X on gas and dining * NEW CARDMEMBER OFFER Earn 175,000 Bonus Points after you spend $5",MISMATCH,https://creditcards.chase.com/travel-credit-cards/ihg-rewards-club/premier
Chase,IHG One Rewards Premier,signup_bonus,175000,"Earn 175,000 Bonus Points * up to 26X at IHG * 5X on gas and dining * NEW CARDMEMBER OFFER Earn 175,000 Bonus Points after y",MISMATCH,https://creditcards.chase.com/travel-credit-cards/ihg-rewards-club/premier
Chase,IHG One Rewards Premier,minimum_spend_amount,"$5,000","$5,000",MATCH,https://creditcards.chase.com/travel-credit-cards/ihg-rewards-club/premier
Chase,IHG One Rewards Premier,spend_time_frame,3,first 3 months,MATCH,https://creditcards.chase.com/travel-credit-cards/ihg-rewards-club/premier
Chase,IHG One Rewards Premier,intro_apr_purchase,,0% Intro APR (5) Opens 0% Intro APR page in the same window,MISSING,https://creditcards.chase.com/travel-credit-cards/ihg-rewards-club/premier
